question,category,company,question_at
"Q. (준경이 이력서 보시고) 이력서에 라이브러리를 적어 두셨네요, (여러 상태 관리 라이브러리 말씀하시고) 상태 관리 라이브러리를 사용했던 경험을 말해 주세요.",front,샌드버그(기술면접),2024
Q. (준경) Virtual Dom에 대해서 설명해 주세요.,front,샌드버그(기술면접),2024
"Q. 디자인, 기획, 프론트, 백엔드 중에서 프론트엔드 개발을 선택한 이유를 알려 주세요.",front,샌드버그(기술면접),2024
"Q. 설아 학생 깃허브에 helppy_frontend라는 레포지토리에서 Next.js를 사용하고 있는데, 왜 page 라우터를 사용했는지와 이 레포지토리에 대한 설명도 해 주세요.",front,샌드버그(기술면접),2024
"Q. (준경) 준경 학생 블로그에 클로저에 대한 글이 있는데, 클로저에 대해 설명해 주세요.",front,샌드버그(기술면접),2024
"Q. (준경) 준경 학생은 과제에서 Next.js와 tailwind를 사용하셨는데, tailwind에 대해서는 얼마나 알고 계시나요?",front,샌드버그(기술면접),2024
Q. 설아 학생은 tailwind에 대해 알고 계시나요?,front,샌드버그(기술면접),2024
Q. 프론트엔드 개발 면에서) 좋아하는 라이브러리가 있으신가요?,front,샌드버그(기술면접),2024
Q. OO 학생은 프론트엔드 개발자로서의 강점이 무엇이라고 생각하세요?,front,샌드버그(기술면접),2024
Q. 프론트엔드 기술 동향이나 이슈를 알고 있는 게 있으신가요?,front,샌드버그(기술면접),2024
"Q. 좋아하는 라이브러리나 프로그램이 있으신가요? (예를 들어 텍스트 에디터는 VSCode, 협업 면에서는 깃허브 등...)",front,샌드버그(기술면접),2024
- (심)SSR CSR의 차이점을 알려주새요.,front,샌드버그(기술면접),2024
- (황)Virtual-dom이 무엇인지 알고있나요.,front,샌드버그(기술면접),2024
- 협업을 할때 어려운 점은 없었나요?,front,샌드버그(기술면접),2024
- 스냅(자사 서비스)과 유사한 서비스를 알고 있는게 있으신가요?,front,샌드버그(기술면접),2024
- 핀테크에 대해 얼마나 알고계신가요?,front,샌드버그(기술면접),2024
- 스냅 프로젝트가 아닌 다른 프로젝트에 투입될 수 있는데 어떤가요?,front,샌드버그(기술면접),2024
- 마지막으로 하실 말씀 있으실까요?,front,샌드버그(기술면접),2024
어떻게 성장했는지 물어봤음,back,라이너(컬쳐핏),2024
->여기서 꼬리질문 계속,back,라이너(컬쳐핏),2024
왜 소마고 진학하게 됐는지,back,라이너(컬쳐핏),2024
가장 힘들었을 때?,back,라이너(컬쳐핏),2024
될락말락한거를 열심히해서 성공시킨 경험,back,라이너(컬쳐핏),2024
반대로 실패한 경험,back,라이너(컬쳐핏),2024
크게 실패한 경험,back,라이너(컬쳐핏),2024
나에겐 일이란 무엇인지?,back,라이너(컬쳐핏),2024
어떤 팀이 가장 이상적인지,back,라이너(컬쳐핏),2024
사람을 볼 때 무엇을 중요하게 생각하는지,back,라이너(컬쳐핏),2024
롤모델이 누군지,back,라이너(컬쳐핏),2024
마지막으로 궁금한거,back,라이너(컬쳐핏),2024
프로젝트를 통해 배운 내용?,back,후아,2024
개인정보나 데이터를 보호하려고 노력한 경험,back,후아,2024
"상사가 윤리에 맞지 않은 일을 지시했을 때, 대처방안",back,후아,2024
팀원과 협헐할 때 사용한 협업 툴,back,후아,2024
"자신 성격의 장 /단점, 단점을 해결하기 위해 노력한 내용",back,후아,2024
회사에 외국인 직원이 있다. 외국어로 소통하는게 괜찮은지?,back,후아,2024
한 번에 여러 프로젝트를 몇 개 까지 진행해 봤는가?,back,후아,2024
"한 번에 최대 3개까지 진행했는데, 마감일이 모두 겹친다면 어떻게 대처할 것인가?",back,후아,2024
여가 시간 하는 취미는?,back,후아,2024
"회사 프로젝트 진행 중, 다양한 기술을 배워야 하는데 괜찮은지?",back,후아,2024
회사에 들어오게 된다면 하고 싶은 일은?,back,후아,2024
이력서의 게임은 혼자서 다 개발했는지?,game,공감오래컨텐츠,2024
어떠한 장르의 게임을 좋아하는지?,game,공감오래컨텐츠,2024
게임 전체를 혼자 개발 가능한지?,game,공감오래컨텐츠,2024
이력서의 게임에 대한 장르,game,공감오래컨텐츠,2024
게임잼(회사 대회)에 대해 들어본 적 있는지?,game,공감오래컨텐츠,2024
(부마위키) 개발 계기,front,핀다(최종면접),2024
"(부마위키 + 부마코인) 이 서비스를 왜 부마위키에 넣었는지, 코인의 작동 방식",front,핀다(최종면접),2024
"회사에 들어오면 팀원으로 들어올텐데, 팀장이랑 잘 맞지 않을 때 대처",front,핀다(최종면접),2024
협업하면 제일 좋을 것 같은 동료는 어떤 상인지,front,핀다(최종면접),2024
협업하기 싫은 도욜와는 어떻게 협업할 것인지,front,핀다(최종면접),2024
"핀다를 포함하여 여러 회사를 알아보고 있을 텐데, 어떤 기준으로 지원할 회사를 골랐는지",front,핀다(최종면접),2024
전교회장이 된 계기(출마 이유),front,핀다(최종면접),2024
"금유이라는 도메인에 굉장히 관심이 많아 보이는데, 이유가 있는지",front,핀다(최종면접),2024
(모의주식투자도 재밌게 했다라고 답변했을 때) 모의주식투자로 얼마 벌었는지,front,핀다(최종면접),2024
회사에 왔을 때 작용할 것 같은 본인의 장점과 단점,front,핀다(최종면접),2024
"웹 프론트엔드 개발자의 측면에서 작용할것 본인의 장점, 단점",front,핀다(최종면접),2024
본인의 단점을 보완하기 위해 한 행동은?,front,핀다(최종면접),2024
핀다에 오면 어떤 점을 얻는 것이 가장 기대되는지,front,핀다(최종면접),2024
"핀다 포스트를 많이 보셨다고 했는데, 제일 기억에 남는 글이 무엇인지",front,핀다(최종면접),2024
"향후 계획이 어떻게 되는지, 장기적인 향후 계획이 어떻게 되는지",front,핀다(최종면접),2024
자기소개,front,쏘카(최종면접),2024
평소 일상적인 문제점을 해결 하는것을 좋아함. 마루,front,쏘카(최종면접),2024
지원 동기,front,쏘카(최종면접),2024
"문제를 공감하는가 중요함, 쏘카의 문제 해결 내용이 좋다.",front,쏘카(최종면접),2024
궁금한점,front,쏘카(최종면접),2024
"소카는 슈퍼앱, 카쉐어링 뿐 아니라 전기자전거 숙박 등 이동적인 문제를 해결하고자 한다. 기존에 카 쉐어링을 잘 해결해서 넘어가는건지 아니면 다른 시장을 먹기 위해 확장하는 것인지",front,쏘카(최종면접),2024
실패 경험,front,쏘카(최종면접),2024
"마루에서 리더의 역할을 못함, 동기 부여를 해주지 못했다.",front,쏘카(최종면접),2024
프리라이더,front,쏘카(최종면접),2024
생기는 이유에 대해 생각해보겟따. 애정이 없음. 프로덕트 가치를 이야기 해봄,front,쏘카(최종면접),2024
장단점,front,쏘카(최종면접),2024
쏘카에 와서 어떤 것을 얻을거라 기대하는지,front,쏘카(최종면접),2024
"프로덕트에 기여하는 것, 성취감을 통해",front,쏘카(최종면접),2024
실제로 투입 가능한지?,front,쏘카(최종면접),2024
향후 계획,front,쏘카(최종면접),2024
"서비스 아이템들이 유저들에게 스며드는것이 좋아, 추후 창업",front,쏘카(최종면접),2024
사내 업무 프로세스,front,쏘카(최종면접),2024
(코테) 총 30분 동안 3문제 손코딩 시킴 (언어 무관)-피라미드 별찍기(백준 문제),back,씨메스,2025
(코테) 괄호 제대로 닫히는지 true/false (백준 문제),back,씨메스,2025
(코테) 직사각형 꼭짓점 끼리 직선으로 이었을 때 총 몇개의 블럭을 지나는가(사내 문제),back,씨메스,2025
프로젝트 동기부여는 어떻게 얻나,back,씨메스,2025
프로젝트 기술스택 선정 이유,back,씨메스,2025
Jmeter로 뭐 했는지(이력서에 적혀있어서 그런 듯),back,씨메스,2025
회사에 궁금한점,back,씨메스,2025
React에서 리랜더링 되는 조건 2가지,front,똑개,2025
React Components가 Unmount되었을때 다시 Mount시키는 법은?,front,똑개,2025
아래 JS 코드를 최적화 시켜보세요.,front,똑개,2025
아래 타입을 모두 사용하여서 빈칸을 채우시오,front,똑개,2025
아래 diagram은 Circle과 Rectngle의 타입을 이용하고 있는데 어떻게 개선 할 수 있을까요?,front,똑개,2025
"아래는 똑똑한 개발자의 보일러플레이트이다.https://github.com/TOKTOKHAN-DEV/next-init-2.0 
보일러 플레이트에서 로그인을 어떻게 처리하고 토큰을 어떻게 관리하나? 
보일러 플레이트에서 토큰이 만료되었을때 refresh는 어떻게 처리되는가? 
보일러플레이트에 blog를 만들려고 한다. 필요한 파일의 path를 적고 설명을 쓰시오 
보일러플레이트에서 수정해야할 것이 있는가? 없다면 생략가능",front,똑개,2025
휴대폰에 암호를 걸게 된 계기는?,security,더스팟,2025
휴대폰에 건 암호가 진짜 효과가 있을까요?,security,더스팟,2025
휴대폰에 거는 암호의 동작 원리나 구현에 대해서 깊이 생각해 본 적이 있나요?,security,더스팟,2025
"보안의 분야가 다양한데 굳이 암호학, 포너블을 공부하게 된 이유는?",security,더스팟,2025
"자기 능력을 0~10정도로 보았을 때 암호학, 포너블은 몇 단계 정도 되는 것 같나요?",security,더스팟,2025
기본적인 암호화 알고리즘을 구현해보셨나요?,security,더스팟,2025
암호화 알고리즘을 제대로 써야 하는 이유? (구현을 제대로 해야 하는 이유는?),security,더스팟,2025
취약한 암호화 알고리즘을 공격해본 경험이 있나요?,security,더스팟,2025
어려운 분야를 공부하다 보면 포기하고 싶은 순간이 많이 오는데 그걸 극복할 수 있었던 계기가 있나요?,security,더스팟,2025
"일을 하다 보면 안 풀리는 문제나 기간이 촉박해지는 등의 상황이 발생할 수 있는데, 이걸 어떻게 극복할 건가요?",security,더스팟,2025
남들보다 특별히 잘하는 게 있나요?,security,더스팟,2025
arm32에서 함수 호출을 할 때 사용되는 인자는 몇 번 레지스터에 저장을 해서 사용하나요?,security,더스팟,2025
arm32 기계어 코드가 몇 바이트인가요?,security,더스팟,2025
"Intel 기계어 코드는 몇 바이트인가요?
-> Intel에서 명령어마다 바이트 수가 다른 이유가 무엇인가요?",security,더스팟,2025
C로 된 바이너리를 리버싱하는 것과 C++로 된 바이너리를 리버싱하는 데 어떤 차이점을 느꼈나요?,security,더스팟,2025
리버싱 도구는 주로 어떤 것을 사용하나요?,security,더스팟,2025
리버싱 도구가 없는 상황에서 GDB로만 어느 정도 분석을 할 수 있나요?,security,더스팟,2025
BoB를 하면서 가장 기억에 남는 해킹 기법은?,security,더스팟,2025
커널이 뭐예요?,security,더스팟,2025
"ASLR, KASLR이 동작할 수 있는 이유는 무엇인가요?",security,더스팟,2025
피지컬 메모리만 사용을 한다면 ASLR을 사용할 수 있을까요?,security,더스팟,2025
BoB 프로젝트 중에서 개인 성과가 무엇인가요?,security,더스팟,2025
아웃 오브 바운드(OOB)와 버퍼 오버플로우(BOF)의 차이점이 뭔가요?,security,더스팟,2025
블랙박스 바이너리를 리버싱할 때 디컴파일 된 코드를 보고 이게 어떤 암호화 알고리즘인지 알 수 있으세요?,security,더스팟,2025
암호화 라이브러리는 어떤 거 써보셨을까요?,security,더스팟,2025
mbedTLS 들어보셨나요?,security,더스팟,2025
잘못 구현된 암호화 알고리즘을 익스플로잇하는 코드를 작성 해 본 적이 있으신가요?,security,더스팟,2025
키 유출 취약점이 있는 문제를 풀어 보신 적이 있으신가요? (기술적으로 구체적이게 설명해달라),security,더스팟,2025
CTF와 리얼 월드의 차이점이 뭐인 것 같아요?,security,더스팟,2025
리얼월드에서 취약점을 찾지 못해 좌절하면 어떻게 극복할 수 있나요?,security,더스팟,2025
안드로이드 기기를 루팅 해 본적이 있으신가요?,security,더스팟,2025
루팅을 제한하는 이유가 뭔가요?,security,더스팟,2025
남들과 자기 자신을 비교했을 때 자기가 좀 떨어진다고 생각하는 게 무엇인가요?,security,더스팟,2025
남들한테 가르치는 게 좋아요? 아니면 가르침을 받는 게 좋아요?,security,더스팟,2025
본인이 보유하고 있는 기술이 무엇인가요?,security,더스팟,2025
포인터가 뭔가요? 왜 쓸까요?,security,더스팟,2025
이중 포인터는 뭔가요? 왜씀?,security,더스팟,2025
함수 포인터 들어보셨나요? 설명이나 사례있어요?,security,더스팟,2025
메모리 구조에서의 스택과 힙의 차이점이 뭔가요?,security,더스팟,2025
연결 리스트 설명해주세요. 왜씀?,security,더스팟,2025
"40. 바이너리를 분석 할 때 PE파일과 ELF 파일 중 어느 것을 더 많이 해보셨나요? 
1. 분석할 때는 어떤 툴 사용하셨나요?",security,더스팟,2025
페이지가 뭐죠? 왜씀?,security,더스팟,2025
주소 변환(가상 메모리)이 왜 필요하죠?,security,더스팟,2025
"윈도우 커널이 재밌다고 했는데, 뭐가 제일 인상 깊었나요?",security,더스팟,2025
본인이 가지고 있는 재능을 어디에 쓰고 싶나요?,security,더스팟,2025
저희 회사에 들어온다고 하면 어떤 걸 요구해 보고 싶나요?,security,더스팟,2025
다른 회사에 근무한 적이 있나요?,security,더스팟,2025
원하지 않는 직무를 해본 경험이 있나요?,security,더스팟,2025
원하지 않는 직무가 생겼을 때 어떻게 해쳐나가야 해요?,security,더스팟,2025
BoB를 하는 데 있어 제 1 동기가 뭐예요?,security,더스팟,2025
본인이 생각하는 책임감은 어떤 거예요?,security,더스팟,2025
내가 요청한 건 잘 해오는데 책임감이 없는 경우는 어떻게 할 거예요?,security,더스팟,2025
회사에 들어오게 되면 배경 지식이 많이 필요해 학습량이 많은데 따라올 수 있을 것 같나요?,security,더스팟,2025
"CSRF, XSS, SQL Injection의 차이점은 무엇인가요?",back,지오영,2025
인증(Authentication)과 인가(Authorization)의 차이는 무엇인가요?,back,지오영,2025
"REST API란 무엇이며, 어떤 장점이 있나요?",back,지오영,2025
"웹 보안 취약점에는 어떤 것들이 있으며, 이를 방어하는 방법은 무엇인가요?",back,지오영,2025
상태(State) 관리란 무엇인가요?,back,지오영,2025
자바스크립트의 호이스팅(Hoisting)이란 무엇인가요?,back,지오영,2025
"클로저(Closure)란 무엇이며, 어떻게 동작하나요?",back,지오영,2025
클래스형 컴포넌트와 함수형 컴포넌트의 차이는 무엇인가요?,back,지오영,2025
JWT(Json Web Token)란 무엇인가요?,back,지오영,2025
OAuth 2.0 인증 방식에 대해 설명해주세요.,back,지오영,2025
함수형 프로그래밍(Functional Programming)이란 무엇인가요?,back,지오영,2025
"Lock의 종류에는 무엇이 있으며, 실제로 사용해본 것은 무엇인가요?",back,지오영,2025
비동기 프로그래밍을 할 때 고려해야 할 점은 무엇인가요?,back,지오영,2025
"두 개의 테이블을 손코딩으로 설계하고, JPA 어노테이션을 활용하여 연관관계를 설정해주세요.",back,지오영,2025
사용해본 디자인 패턴과 그 선택 이유를 설명해주세요.,back,지오영,2025
"배포 이후 서버 속도가 느려졌을 때, 문제를 해결하는 방법을 설명해주세요.",back,지오영,2025
부산소프트웨어마이스터고등학교(소마고)에 지원한 이유는 무엇인가요?,back,지오영,2025
대학에 진학하지 않고 바로 취업하려는 이유가 있나요?,back,지오영,2025
피보나치 수열을 손코딩으로 작성해주세요.,back,지오영,2025
이제 분산 시스템을 쓰다 보면 두 개의 시스템에서 나올 수 있는 좀 내결함성에 대한 문제로 이해하시면 좋을 것 같고 그래서 이제 pg사의 결제 API를 연동하는 시나리오를 가정해 본다면 저희가 이제 결제 승인 API 요청을 했는데 네트워크 타임아웃으로 인해서 리스폰스를 받지 못하는 상황이 나올 수가 있을 것 같은데 이런 경우에는 결제가 처리되었는지 되지 않았는지 확신할 수 없는 상황에 빠지게 되는데 어떻게 시스템적으로 나올 수 있는 문제들을 어떻게 자동화할 수 있는지 알고 계신 게 있으실까요?,back,라포랩스,2025
MSA라는 좀 아키텍처도 알고 계실까요?,back,라포랩스,2025
모노리스 환경 같은 경우에는 하나의 트랜잭션에서 뭐 주문 결제 포인트 배송을 한 번에 다 묶을 수 있는데 MSA 아키텍처인 경우에는 각각의 서버가 분리되어 있다 보니까 분산 트랜잭션이라는 형태의 어떤 트랜잭션을 구현해야 되는데 혹시 MSA 환경에서 분산 트랜잭션을 구현하는 방법을 알고 계신 게 있으신가요?,back,라포랩스,2025
분산 아키텍처이기 때문에 각각의 서버들의 데이터베이스는 다 분리가 되어 있을 것 같은데 시나리오 중에서 이제 주문을 하고 결제를 하고 네 포인트를 지급하려고 했더니 포인트가 이제 포인트 서버가 터져서 포인트 지급이 제대로 안 돼서 이제 포인트 지급에 실패했다라는 가정이 됐을 때 그럼 주문과 결제가 다시 롤백 돼야 될 것 같은데 지금 답변 주신 형태에서는 불가능할 것 같아서 혹시 그 상황이라면 어떤 식으로 골백 시나리오를 그릴 수 있는지 궁금합니다.,back,라포랩스,2025
그 데이터베이스에 저희가 이제 좀 추상적으로는 옵티미스팅 락과 페시미스팅 락이라고 하는 두 개의 락이 있는데 이 두 개의 락이 어떤 락이고 실제로 커맨드 되는 형태의 쿼리문 어떤 커리문인지까지 알려주시면 좋을 것 같습니다.,back,라포랩스,2025
MySQL의 기본 아이솔레이션 레벨이 리피 테이블 리드라는 레벨인데 혹시 해당 레벨에서 나오는 동시성 문제를 알고 계시나요?,back,라포랩스,2025
JWT가 이제 기존의 어떤 세션 클러스터 방식과 다르게 어떤 세션들을 이제 어떠한 임시 메모리에 저장을 시키는 구조가 아니고 토큰을 받으면 그거에 대한 인증을 해주는 알고리즘인데 혹시 JWT가 어떤 방식으로 그 인증을 하는지 알고 계신가요? 이게 유효한 토큰이라는 거를 어떻게 확인하는지 를 잘 설명해 주시면 좋을 것 같습니다.,back,라포랩스,2025
"진행하는 프로젝트들을 어떤 고민을 하면서 골랐는지? 
진행했던 팀원 수는? IOJ의 아키텍처를 보드에 그려주세요 pub/sub는 어떤 웹 서버가 하는지? 웹소켓 연결이 끊어졌을 때의 대응 방법 
아이디어는 누가 주도해서 끌고 갔나? 
시장에 비슷한 아이디어가 있었는지? 
도커를 활용해 코드 컴파일을 어떻게 하는지? 
ec2 용량이 어떻게 되는지? 
메모리 이슈는 없었는지? 
더 버전업(개선)을 할 생각은 없는지?",back,서플라이스,2025
서울쪽에 회사를 알아보는 이유,back,서플라이스,2025
마이스터고를 가야겠다는 생각을 하게된 계기,back,서플라이스,2025
2. 자기소개(시간제한 없음),infra,더스팟,2025
3. 리눅스 환경 프로그램을 만들어 본 적이 있나요?,infra,더스팟,2025
4. 해당 프로그램을 자세히 소개해 주세요. -> 본인이 NPAS 프로젝트 소개함,infra,더스팟,2025
4-1. AI 있으면 성능이 필요할 것 같은데 어떻게 해결했나,infra,더스팟,2025
4-2. 머신러닝은 어떻게 구현했는지?,infra,더스팟,2025
4-3. 인터페이스는 어떻게 구현했는지?,infra,더스팟,2025
4-4. 라파이에서 랜으로만 캡처했는지?,infra,더스팟,2025
4-5. 프로그램 개발 기간은?,infra,더스팟,2025
"4-6. 이때까지 했던 기준으로, 프로젝트의 규모가 큰 편인가?",infra,더스팟,2025
4-7. 팀으로 개발을 했는지?,infra,더스팟,2025
4-8. 아쉬운 점은?,infra,더스팟,2025
4-9. 라파이 GPIO핀을 어떻게 효율적으로 사용한다는 건지?,infra,더스팟,2025
4-10. UART에 대해 설명하시오.,infra,더스팟,2025
5. 다른 프로젝트들의 아쉬운 점은?,infra,더스팟,2025
"6. 핵심 가치가 있던데, 적게된 계기가 있는지",infra,더스팟,2025
"7. notion에서 언어랑 프레임워크를 많이 썼던데, 느낀점이 있는지?",infra,더스팟,2025
8. 지금 깊게 배우고 싶은 기술이 있는지?,infra,더스팟,2025
9. 컴퓨터 동작원리에서 가장 이해가 안되는건 무엇이었나요?,infra,더스팟,2025
9-1. 폰 노이만 아키텍처에 대해 간략히 설명해 주세요.,infra,더스팟,2025
"9-2. CISC, RICS의 차이점에 대해 설명해 주세요.",infra,더스팟,2025
9-3. 리틀인디안과 빅인디안의 차이점은?,infra,더스팟,2025
9-4. 어떤 아키텍쳐의 어떤 Assembly를 분석해 봤는가?,infra,더스팟,2025
9-5. Assembly로만 프로그램을 작성한 경험이 있는지?,infra,더스팟,2025
10. 배포시스템이나 CICD를 구현해 봤는가?,infra,더스팟,2025
10.1 JAR이라면 완전한 JAVA 자체 프로그램인가? 아니면 Spring boot 같은걸 의미하는 지?,infra,더스팟,2025
11-1 객체지향의 3요소,infra,더스팟,2025
11-2. 개체 지향의 5원칙,infra,더스팟,2025
11-3. C언어를 얼마나 해봤는가?,infra,더스팟,2025
11-3. 객체지향을 이해하는데 어떤 노력을 했는가?,infra,더스팟,2025
11-3. C언어에서 const와 DEFINE의 차이점은?,infra,더스팟,2025
11-3. 포인터와 함수 포인터의 차이는?,infra,더스팟,2025
11-3. 다중 포인터가 의미하는 것은?,infra,더스팟,2025
11-4. C++에서 힙을 할당할 때 뭘 쓰는가?,infra,더스팟,2025
11-4. C Style array와 std::array의 차이는?,infra,더스팟,2025
11-4. Static Cast랑 Interpreter Cast의 차이?,infra,더스팟,2025
11-4. factorial pattern을 직접 작성했을 때 생길 수 있는 문제점,infra,더스팟,2025
11-4. constexpr가 뭔지 아는가?,infra,더스팟,2025
11-4. Shallow Copy와 Deep Copy의 차이는?,infra,더스팟,2025
11-4. Smart Pointer가 뭔지 아는가?,infra,더스팟,2025
"12. 이때까지 했던 것 중, 취업하면 어떤 분야에 취업하거나 연구하고 싶은지?",infra,더스팟,2025
13. 개발환경은?,infra,더스팟,2025
14. 가장 좋아하는 빌드 플랫폼,infra,더스팟,2025
15-1. TS 시작 프로젝트가 뭔가?,infra,더스팟,2025
15-2. 네이티브랑 하이브리드 중 뭐가 좋은지?,infra,더스팟,2025
15-3. 네이티브를 사용해야하는 경우가 어떤 것이 있는지,infra,더스팟,2025
16. 개발공부하면서 재미를 느끼는 부분은?,infra,더스팟,2025
16-1. 보안 중 어떤 부분이 가장 궁금한가?,infra,더스팟,2025
16-2. 바이너리 단에서 OS를 취약하게 접근할 수 있는 예시,infra,더스팟,2025
"16-3. VScode에서 Scanf 명령어를 사용하면 빨간줄이 나오는 데, 그 이유는?",infra,더스팟,2025
"17-1. 앱잼 참가했었는데, 참가한 프로젝트에 대해 설명해 주세요.",infra,더스팟,2025
"17-2. 프로젝트 진행에 문제가 있었다고 했는 데, 어떤 문제였는지?",infra,더스팟,2025
17-3. 본인이 생각하는 이상적인 상사는?,infra,더스팟,2025
17-4. 더스팟을 알고 있는지?,infra,더스팟,2025
17-5. 입사 포부?,infra,더스팟,2025
1. 자기소개 부탁드립니다.,back,잉카인터넷,2025
"2. 잉카인터넷에 어떻게 지원하게 되었고, 어떤 점에서 매력을 느끼셨나요?",back,잉카인터넷,2025
3. 잉카인터넷 제품 중에서 기억에 남거나 흥미 있었던 솔루션은 무엇인가요?,back,잉카인터넷,2025
4. 왜 일반고가 아닌 소프트웨어 마이스터고등학교에 진학하셨나요?,back,잉카인터넷,2025
5. 입학 후 실제 경험해보니 생각과 달랐던 점이나 좋았던 점은 무엇이었나요?,back,잉카인터넷,2025
6. 고등학교 3년 동안 웹 개발에 대부분 시간을 투자하셨나요?,back,잉카인터넷,2025
7. 백엔드 관련 질문을 하면 몇 년 정도 공부한 걸로 보면 될까요?,back,잉카인터넷,2025
8. 대학교 수준의 질문을 해도 괜찮을까요?,back,잉카인터넷,2025
9. 최근에 관심 있게 본 웹 개발 관련 기사나 기술은 무엇이 있나요?,back,잉카인터넷,2025
"10. JWT 관련 질문인데, 인증과 인가의 차이점을 설명해 주세요.",back,잉카인터넷,2025
11. 인증을 구현할 수 있는 방식에는 어떤 것들이 있나요?,back,잉카인터넷,2025
12. 인가는 어떤 방식으로 구현할 수 있나요?,back,잉카인터넷,2025
"13. 프로젝트에서 AOP를 성능 모니터링 용도로 사용하셨다는데, Filter, Interceptor, AOP의 차이는 무엇이고 왜 AOP를 선택하셨나요?",back,잉카인터넷,2025
14. 일반적으로 Filter나 Interceptor는 어떤 역할을 하나요?,back,잉카인터넷,2025
15. 고등학교 과정 중 본인이 가장 많은 시간을 투자한 기술 영역은 무엇인가요?,back,잉카인터넷,2025
"16. 자바를 공부하셨다면, 자바의 어떤 분야에 시간을 많이 쏟으셨나요?",back,잉카인터넷,2025
17. 자랑할 만한 자바 로직이 있다면 소개해 주세요.,back,잉카인터넷,2025
"18. 무중단 배포를 구현하셨다고 했는데, 무중단을 지원하지 않는 환경에서 이를 어떻게 구현할 수 있을까요?",back,잉카인터넷,2025
19. 데이터베이스도 포함한 무중단 배포를 하려면 어떤 방식을 사용할 수 있을까요?,back,잉카인터넷,2025
20. 프록시 서버를 사용한 DB 장애 대비 방식에 대해 알고 계신가요?,back,잉카인터넷,2025
"21. 새로운 테이블 추가, 구조 변경 등 스키마 변경이 필요한 상황에서는 어떻게 배포 전략을 설계하나요?",back,잉카인터넷,2025
22. 도메인 라우팅 시스템에 대해 설명해 주실 수 있나요?,back,잉카인터넷,2025
23. RDB와 NoSQL의 차이점을 설명해 주세요.,back,잉카인터넷,2025
24. 데이터베이스에서 파티셔닝과 샤딩의 차이점을 알고 계신가요?,back,잉카인터넷,2025
25. 파티셔닝 기준 키는 어떤 방식으로 설정하는 것이 적절하다고 생각하나요?,back,잉카인터넷,2025
26. 동기와 비동기의 차이점은 무엇인가요?,back,잉카인터넷,2025
27. ELK Stack이나 도커 등 최근 많이 사용하는 인프라 기술 중 학습한 것이 있나요?,back,잉카인터넷,2025
28. 평소 어떤 방식으로 개발 관련 공부를 하시나요?,back,잉카인터넷,2025
29. 가장 아끼는 개발 관련 책이나 강의는 무엇인가요?,back,잉카인터넷,2025
30. 디자인 패턴 중 알고 있는 이름을 몇 가지 말해 주세요.,back,잉카인터넷,2025
31. 싱글톤 패턴은 왜 사용하나요?,back,잉카인터넷,2025
32. 객체지향 프로그래밍의 개념과 원칙은 무엇인가요?,back,잉카인터넷,2025
33. 절차지향과 객체지향의 실행 속도 차이에 대해 어떻게 생각하시나요?,back,잉카인터넷,2025
34. REST와 RESTful의 차이는 무엇인가요?,back,잉카인터넷,2025
35. 세션 방식이 있음에도 불구하고 토큰 방식이 도입된 이유는 무엇인가요?,back,잉카인터넷,2025
36. 토큰 재사용과 위변조를 막기 위한 보완책은 무엇인가요?,back,잉카인터넷,2025
37. HTTP와 HTTPS의 차이는 무엇인가요?,back,잉카인터넷,2025
38. 제네릭 프로그래밍이란 무엇인가요?,back,잉카인터넷,2025
"39. SQL을 충분히 학습하셨다고 했는데, FULL OUTER JOIN에 대해 설명해 주세요.",back,잉카인터넷,2025
40. 자바 로직 구현 실력이 학교 내에서 상위 몇 % 정도라고 생각하시나요?,back,잉카인터넷,2025
41. 웹 개발 전체 기술을 포함하면 본인의 실력은 상위 몇 % 정도인가요?,back,잉카인터넷,2025
"42. 해당 수준은 팀 프로젝트 등 실제 경험 기반인가요, 개인적인 추측인가요?",back,잉카인터넷,2025
43. 프론트엔드 기술에 대해서는 어느 정도 알고 계신가요?,back,잉카인터넷,2025
44. 어떤 서비스를 만들고 싶은 개발자인가요?,back,잉카인터넷,2025
45. 본인이 잘하는데 면접에서 질문이 안 나왔다고 느낀 기술이 있다면 무엇인가요?,back,잉카인터넷,2025
46. 클린 아키텍처란 무엇인가요?,back,잉카인터넷,2025
47. 클린 아키텍처는 MSA(마이크로서비스 아키텍처)와 어떤 관계인가요?,back,잉카인터넷,2025
48. 서울에서 자취하며 근무하는 데에 부담은 없으신가요?,back,잉카인터넷,2025
49. 3개월 실습 후 채용으로 전환되지 않을 가능성에 대해 어떻게 생각하시나요?,back,잉카인터넷,2025
지원동기,front,미르니,2025
프론트 선택한이유,front,미르니,2025
캐주얼한 프로젝트 좋아하는지,front,미르니,2025
백엔드나 ai 전향의사 있는지,front,미르니,2025
디자이너와 소통 잘하는지,front,미르니,2025
3년뒤 어떤 개발자가 될지,front,미르니,2025
10년뒤 기획이나 기술 매니저중 더 관심있는거,front,미르니,2025
- 오늘 인터뷰를 위해 드래프타입에 대해 개인적으로 알아본 것은?,design,드래프타입,2025
- (양승만님)링크드인을 조회 했을 때 개인적으로 흥미로웠거나 개인적으로 궁금했던 것,design,드래프타입,2025
- 애드타입에 대해 알아봤을 때 어떤 점이 가장 흥미롭게 느껴졌나요?,design,드래프타입,2025
